"processid","processname","type","objectname"
﻿"8196","ServiceHub.SettingsHost.exe","Directory","\KnownDlls"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows"
﻿"8196","ServiceHub.SettingsHost.exe","Directory","\KnownDlls32"
﻿"8196","ServiceHub.SettingsHost.exe","Directory","\KnownDlls32"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86"
﻿"8196","ServiceHub.SettingsHost.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:8196:168:WilStaging_02"
﻿"8196","ServiceHub.SettingsHost.exe","Directory","\Sessions\2\BaseNamedObjects"
﻿"8196","ServiceHub.SettingsHost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:8196:168:WilStaging_02_p0"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Versions"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Session Manager"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\CustomLocale"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options"
﻿"8196","ServiceHub.SettingsHost.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"8196","ServiceHub.SettingsHost.exe","Desktop","\Default"
﻿"8196","ServiceHub.SettingsHost.exe","WindowStation","\Sessions\2\Windows\WindowStations\WinSta0"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\.NETFramework"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\BaseNamedObjects\Cor_Private_IPCBlock_v4_8196"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\...\Cor_SxSPublic_IPCBlock"
﻿"8196","ServiceHub.SettingsHost.exe","Event","\KernelObjects\LowMemoryCondition"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\Sorting\Ids"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Ole"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings"
﻿"8196","ServiceHub.SettingsHost.exe","Event","\BaseNamedObjects\CPFATE_8196_v4.0.30319"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\CNG"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.IO.Compression.FileSystem\v4.0_4.0.0.0__b77a5c561934e089\System.IO.Compression.FileSystem.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.SettingsHost.exe"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Fusion\PublisherPolicy\Default"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\assembly\pubpol3.dat"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.ServiceHub.HostLib.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Numerics.Vectors.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\Microsoft.ServiceHub.HostStub.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Collections.Immutable.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.ServiceHub.Framework.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\MessagePack.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.Threading.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit.Lightweight\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.Lightweight.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\StreamJsonRpc.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Threading.Tasks.Dataflow.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.RemoteControl.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Threading.Tasks.Extensions.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\netstandard\v4.0_2.0.0.0__cc7b13ffcd2ddd51\netstandard.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.Validation.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.Diagnostics.Tracing.EventSource.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Memory.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\KsecDD"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Nls\CodePage"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\KsecDD"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Net.Sockets\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Net.Sockets.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Nerdbank.Streams.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.Bcl.AsyncInterfaces.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.Utilities.Internal.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\MessagePack.Annotations.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Runtime.InteropServices.RuntimeInformation\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Runtime.InteropServices.RuntimeInformation.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Newtonsoft.Json.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.ValueTuple\v4.0_4.0.0.0__cc7b13ffcd2ddd51\System.ValueTuple.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit.ILGeneration\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.ILGeneration.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.Utilities.Internal.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.Telemetry.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.ComponentModel.Composition\v4.0_4.0.0.0__b77a5c561934e089\System.ComponentModel.Composition.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.IO.Pipelines.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit.ILGeneration\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.ILGeneration.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Runtime.CompilerServices.Unsafe.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.ValueTuple\v4.0_4.0.0.0__cc7b13ffcd2ddd51\System.ValueTuple.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Globalization.Extensions\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Globalization.Extensions.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Diagnostics.DiagnosticSource.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.IO.Compression\v4.0_4.0.0.0__b77a5c561934e089\System.IO.Compression.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Diagnostics.Tracing\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Diagnostics.Tracing.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\System.Buffers.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Diagnostics.StackTrace\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Diagnostics.StackTrace.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\netstandard\v4.0_2.0.0.0__cc7b13ffcd2ddd51\netstandard.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Data.Common\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Data.Common.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\PrivateHost\Microsoft.VisualStudio.RemoteControl.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Runtime.Serialization.Xml\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Runtime.Serialization.Xml.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Runtime.Serialization.Primitives\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Runtime.Serialization.Primitives.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Security.Cryptography.Algorithms\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Security.Cryptography.Algorithms.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Security.SecureString\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Security.SecureString.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Threading.Overlapped\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Threading.Overlapped.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Xml.XPath.XDocument\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Xml.XPath.XDocument.dll"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\Sessions\2\BaseNamedObjects\windows_shell_global_counters"
﻿"8196","ServiceHub.SettingsHost.exe","Semaphore","\Sessions\2\BaseNamedObjects\SM0:8196:64:WilError_03_p0"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer"
﻿"8196","ServiceHub.SettingsHost.exe","Mutant","\Sessions\2\BaseNamedObjects\SM0:8196:64:WilError_03"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"8196","ServiceHub.SettingsHost.exe","ALPC Port","\RPC Control\OLECCD4C8FC690D0839AD8BCA2E3AB2"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.RunTime.Serialization.resources\v4.0_4.0.0.0_zh-Hant_b77a5c561934e089\System.RunTime.Serialization.resources.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\winnlsres.dll.mui"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\BaseNamedObjects\__ComCatalogCache__"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Explorer\FolderDescriptions\{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\PropertyBag"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"8196","ServiceHub.SettingsHost.exe","Event","\KernelObjects\MaximumCommitCondition"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\WindowsRuntime\ActivatableClassId"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\Nsi"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip\Parameters\Interfaces"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\Tcpip6\Parameters\Interfaces"
﻿"8196","ServiceHub.SettingsHost.exe","Mutant","\BaseNamedObjects\RasPbFile"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Tracing\ServiceHub_RASAPI32"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001_Classes\Local Settings\Software\Microsoft"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Tracing\ServiceHub_RASMANCS"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\WinSock2\Parameters\Protocol_Catalog9"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SYSTEM\ControlSet001\Services\WinSock2\Parameters\NameSpace_Catalog5"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\Afd"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\Afd"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files\WindowsApps\Microsoft.LanguageExperiencePackzh-TW_19041.64.213.0_neutral__8wekyb3d8bbwe\Windows\System32\zh-TW\KernelBase.dll.mui"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\Connections"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Internet Settings\Connections"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\TenantRestrictions\Payload"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\Sessions\2\BaseNamedObjects\NLS_CodePage_950_3_2_0_0"
﻿"8196","ServiceHub.SettingsHost.exe","File","\Device\NamedPipe\8128FF52D73F314B3CD55F35D36334AEEF4C"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\mscorlib.resources\v4.0_4.0.0.0_zh-Hant_b77a5c561934e089\mscorlib.resources.dll"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\5.0\Cache\Extensible Cache"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\Sessions\2\BaseNamedObjects\windows_webcache_counters_{9B6AB5B3-91BC-4097-835C-EA2DEC95E9CC}_S-1-5-21-2081973557-1603719640-2355346784-1001"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Main"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Security"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Security"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\assembly\pubpol3.dat"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Microsoft\Fusion\PublisherPolicy\Default"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\Microsoft.ServiceHub.HostStub.dll"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Internet Explorer\Main\FeatureControl"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Internet Explorer\Main\FeatureControl"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Policies"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Internet Settings\ZoneMap"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\USER\S-1-5-21-2081973557-1603719640-2355346784-1001\SOFTWARE\Policies\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"8196","ServiceHub.SettingsHost.exe","Key","\REGISTRY\MACHINE\SOFTWARE\WOW6432Node\Microsoft\Windows\CurrentVersion\Internet Settings"
﻿"8196","ServiceHub.SettingsHost.exe","Section","\Sessions\2\BaseNamedObjects\UrlZonesSM_test"
﻿"8196","ServiceHub.SettingsHost.exe","Mutant","\Sessions\2\BaseNamedObjects\ZonesCacheCounterMutex"
﻿"8196","ServiceHub.SettingsHost.exe","Mutant","\Sessions\2\BaseNamedObjects\ZonesLockedCacheCounterMutex"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\ServiceHub\Services\Microsoft.Developer.Settings\Microsoft.Developer.Settings.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\Microsoft.Build.Tasks.v4.0\v4.0_4.0.0.0__b03f5f7f11d50a3a\Microsoft.Build.Tasks.v4.0.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PublicAssemblies\MessagePack.2.x\MessagePack.Annotations.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\Microsoft.VisualStudio.Utilities.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PrivateAssemblies\System.Threading.Tasks.Extensions.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PrivateAssemblies\System.Threading.Tasks.Extensions.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PublicAssemblies\MessagePack.2.x\MessagePack.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PublicAssemblies\Microsoft.VisualStudio.RpcContracts.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PublicAssemblies\System.Buffers.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\netstandard\v4.0_2.0.0.0__cc7b13ffcd2ddd51\netstandard.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit.ILGeneration\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.ILGeneration.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\PublicAssemblies\System.IO.Pipelines.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Reflection.Emit\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Reflection.Emit.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\CommonExtensions\Microsoft\ServiceHubClient\Microsoft.ServiceHub.Framework.dll"
﻿"8196","ServiceHub.SettingsHost.exe","File","C:\Windows\Microsoft.NET\assembly\GAC_32\System.Web\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Web.dll"
