"eventrecordid","providername","providerguid","eventid","version","level","keywords","task","opcode","createdsystemtime","correlationactivityid","correlationrelatedactivityid","executionprocessid","executionthreadid","channel","computer","securityuserid","evtrenderdata"
ï»¿"124","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073690"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:30.7214241Z'/><EventRecordID>124</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>142</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.MicrosoftEdge_44.19041.1266.0_neutral__8wekyb3d8bbwe\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"125","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073691"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:31.0257588Z'/><EventRecordID>125</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>152</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Win32WebViewHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"126","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073691"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:31.3763549Z'/><EventRecordID>126</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>159</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Apprep.ChxApp_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"127","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073691"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:31.6010307Z'/><EventRecordID>127</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>167</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.AssignedAccessLockApp_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"128","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073691"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:31.8622550Z'/><EventRecordID>128</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>161</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.CallingShellApp_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"129","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073692"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:32.1119664Z'/><EventRecordID>129</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>150</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.CapturePicker_10.0.19041.1023_neutral__cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"130","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073692"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:32.5816413Z'/><EventRecordID>130</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>163</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.CloudExperienceHost_10.0.19041.1266_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"131","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073692"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:32.8862608Z'/><EventRecordID>131</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>166</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ContentDeliveryManager_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"132","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073693"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:33.1415046Z'/><EventRecordID>132</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>162</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.NarratorQuickStart_10.0.19041.1023_neutral_neutral_8wekyb3d8bbwe\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"133","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073693"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:33.3684751Z'/><EventRecordID>133</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>161</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.OOBENetworkCaptivePortal_10.0.19041.1023_neutral__cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"134","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073693"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:33.5686020Z'/><EventRecordID>134</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>162</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.OOBENetworkConnectionFlow_10.0.19041.1023_neutral__cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"135","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073693"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:33.7738140Z'/><EventRecordID>135</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>162</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ParentalControls_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"136","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073694"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:34.1320610Z'/><EventRecordID>136</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>164</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.PeopleExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"137","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073694"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:34.3536645Z'/><EventRecordID>137</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>164</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.PinningConfirmationDialog_1000.19041.1023.0_neutral__cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"138","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073694"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:34.6021792Z'/><EventRecordID>138</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>147</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.Search_1.14.7.19041_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"139","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073694"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:34.9254942Z'/><EventRecordID>139</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>148</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.SecHealthUI_10.0.19041.1865_neutral__cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"140","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073695"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:35.3391961Z'/><EventRecordID>140</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>167</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.SecureAssessmentBrowser_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"141","Service Control Manager","{555908D1-A6D7-4695-8E1E-26931D2012F4}","1073748869","0","INFORMATION"," ","0","0","1688073695"," "," ","680","3452","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Service Control Manager' Guid='{555908d1-a6d7-4695-8e1e-26931d2012f4}' EventSourceName='Service Control Manager'/><EventID Qualifiers='16384'>7045</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8080000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:35.4392023Z'/><EventRecordID>141</EventRecordID><Correlation/><Execution ProcessID='680' ThreadID='3452'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='ServiceName'>Microsoft Edge Elevation Service (MicrosoftEdgeElevationService)</Data><Data Name='ImagePath'>"C:\Program Files (x86)\Microsoft\Edge\Application\92.0.902.67\elevation_service.exe"</Data><Data Name='ServiceType'>¨Ï¥ÎªÌ¼Ò¦¡ªA°È</Data><Data Name='StartType'>«ü©w±Ò°Ê</Data><Data Name='AccountName'>LocalSystem</Data></EventData></Event>"
ï»¿"142","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073695"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:35.6105266Z'/><EventRecordID>142</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>163</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ShellExperienceHost_10.0.19041.1949_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"143","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073695"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:35.8517650Z'/><EventRecordID>143</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>167</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.StartMenuExperienceHost_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"144","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073696"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:36.0769707Z'/><EventRecordID>144</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>159</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.XGpuEjectDialog_10.0.19041.1023_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"145","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073696"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:36.3166047Z'/><EventRecordID>145</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>156</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.XboxGameCallableUI_1000.19041.1023.0_neutral_neutral_cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
ï»¿"146","Microsoft-Windows-Kernel-General","{A68CA8B7-004F-D7B6-A698-07E2DE0F1F5D}","16","0","INFORMATION"," ","0","0","1688073696"," "," ","3420","4540","System","WIN-VBFV11TS5L1","S-1-5-18","<Event xmlns='http://schemas.microsoft.com/win/2004/08/events/event'><System><Provider Name='Microsoft-Windows-Kernel-General' Guid='{a68ca8b7-004f-d7b6-a698-07e2de0f1f5d}'/><EventID>16</EventID><Version>0</Version><Level>4</Level><Task>0</Task><Opcode>0</Opcode><Keywords>0x8000000000000000</Keywords><TimeCreated SystemTime='2023-06-29T21:21:36.7531399Z'/><EventRecordID>146</EventRecordID><Correlation/><Execution ProcessID='3420' ThreadID='4540'/><Channel>System</Channel><Computer>WIN-VBFV11TS5L1</Computer><Security UserID='S-1-5-18'/></System><EventData><Data Name='HiveNameLength'>142</Data><Data Name='HiveName'>\??\C:\ProgramData\Microsoft\Windows\AppRepository\Packages\MicrosoftWindows.Client.CBS_120.2212.4180.0_x64__cw5n1h2txyewy\ActivationStore.dat</Data><Data Name='KeysUpdated'>0</Data><Data Name='DirtyPages'>0</Data></EventData></Event>"
